url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at_sign,num_question_marks,num_equals,num_percent,num_ampersands,num_digits_in_url,has_ip_address,has_https,url_entropy,num_subdomains,domain_length,has_suspicious_tld,path_length,query_length,has_suspicious_words,suspicious_word_count,num_hex_encoding,has_double_slash_in_path,has_at_in_netloc,domain_has_digits,has_login_form,has_password_field,has_iframe,has_meta_redirect,num_external_links,form_action_external,num_scripts,has_hidden_elements,domain_age_days,has_ssl,ssl_valid,domain_resolves,label
30,1,0,0,3,0,1,1,0,0,4,0,1,4.1647,0,9,0,1,8,0,0,0,0,0,0,0,1,0,0,6,0,3,0,4873,1,1,1,0
25,1,0,0,4,0,0,0,0,0,0,0,1,3.8137,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,4300,1,1,1,0
34,1,0,0,3,0,1,1,0,0,4,0,1,4.3372,0,9,0,5,8,0,0,0,0,0,0,1,0,0,0,9,0,4,0,4145,1,1,1,0
102,7,0,0,4,0,1,4,0,3,34,1,1,4.8354,4,10,1,11,41,1,5,0,0,0,1,1,0,0,0,1,0,2,0,24,1,0,1,1
103,3,2,1,5,0,0,0,12,0,19,0,0,5.0345,2,16,1,64,0,1,3,4,0,0,1,1,1,1,1,0,1,3,1,16,0,0,1,1
29,1,0,0,3,0,0,0,0,0,0,0,1,3.604,0,9,0,8,0,0,0,0,0,0,0,1,0,0,0,10,0,11,0,4367,1,1,1,0
163,3,3,0,5,0,1,5,0,4,52,1,1,5.1002,0,10,0,82,61,1,1,0,0,0,1,1,1,1,1,2,1,7,0,58,1,0,1,1
45,2,0,0,4,0,0,0,0,0,6,0,0,4.4302,1,11,0,16,0,1,2,0,0,0,1,1,1,1,0,4,0,1,1,50,0,0,1,1
27,2,0,0,3,0,0,0,0,0,0,0,1,3.708,1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,14,0,847,1,1,1,0
25,2,0,0,3,0,0,0,0,0,0,0,1,3.7493,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,8,0,3795,1,1,1,0
141,3,4,3,5,0,0,0,6,0,28,0,1,5.0797,2,21,1,92,0,1,3,2,0,0,1,1,1,1,0,5,1,8,0,58,1,0,1,1
51,2,1,0,4,0,0,0,0,0,5,0,1,4.5376,1,19,0,13,0,1,2,0,0,0,1,1,1,0,0,5,1,3,0,66,1,1,1,1
44,2,0,0,5,0,0,0,0,0,0,0,1,4.1381,1,9,0,18,0,0,0,0,0,0,0,1,0,0,0,13,0,11,0,1675,1,1,1,0
167,7,1,6,5,0,1,4,0,3,43,1,1,5.1588,4,10,1,76,42,1,4,0,0,1,1,1,1,1,1,4,1,2,0,66,1,0,1,1
24,1,0,0,3,0,0,0,0,0,0,0,1,3.7202,0,7,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,15,0,2949,1,1,1,0
27,1,0,0,4,0,0,0,0,0,0,0,1,3.9862,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,4260,1,1,1,0
34,1,0,0,3,0,1,1,0,0,4,0,1,4.396,0,5,0,9,8,0,0,0,0,0,0,0,0,0,0,3,0,15,0,2162,1,1,1,0
35,2,0,0,4,0,0,0,0,0,0,0,1,3.9077,1,5,0,13,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,2215,1,1,1,0
104,7,0,1,5,0,0,0,0,0,24,1,1,4.8199,4,10,0,56,0,1,4,0,0,0,1,1,0,1,0,3,1,1,0,12,1,1,1,1
154,4,2,1,5,0,1,2,0,1,36,0,0,5.2012,3,17,0,84,21,1,2,0,0,0,1,1,0,0,0,2,0,6,0,64,0,0,0,1
100,2,1,1,5,0,1,3,0,2,27,0,0,5.0601,1,11,1,42,31,1,2,0,0,0,1,1,1,0,0,2,0,7,1,25,0,0,1,1
31,2,0,0,4,0,0,0,0,0,0,0,1,3.889,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,17,0,14,0,3428,1,1,1,0
55,3,1,0,4,0,0,0,15,0,5,0,1,4.6808,2,18,0,12,0,1,3,5,0,0,1,1,1,0,0,3,0,5,1,7,1,0,1,1
45,2,0,0,4,0,1,1,0,0,4,0,1,4.3223,1,6,0,14,8,0,0,0,0,0,0,0,0,0,0,6,0,14,0,616,1,1,1,0
31,1,0,0,4,0,0,0,0,0,0,0,1,3.8087,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,3139,1,1,1,0
19,1,0,0,3,0,0,0,0,0,0,0,1,3.5766,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,856,1,1,1,0
46,5,0,0,4,0,0,0,0,0,15,1,0,4.4992,2,10,1,12,0,1,3,0,0,0,1,1,1,1,0,3,1,7,1,47,0,0,1,1
51,3,1,0,4,0,0,0,0,0,6,0,1,4.5004,2,14,1,13,0,1,3,0,0,0,1,1,1,0,0,3,0,1,0,18,1,1,0,1
71,1,2,0,5,0,0,0,0,0,14,0,1,4.8187,0,17,0,42,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,45,1,0,1,1
31,1,0,0,3,0,1,1,0,0,4,0,1,4.4137,0,7,0,4,8,0,0,0,0,0,0,0,1,0,0,3,0,4,0,4232,1,1,1,0
138,2,2,0,5,1,1,5,6,4,41,0,0,5.0498,1,17,0,46,58,1,2,2,0,0,1,1,1,0,1,5,0,1,0,73,0,0,1,1
33,2,0,0,4,0,0,0,0,0,0,0,1,4.1273,1,7,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2791,1,1,1,0
16,1,0,0,3,0,0,0,0,0,0,0,1,3.1085,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,9,0,2412,1,1,1,0
143,4,0,2,5,0,1,4,0,3,49,1,1,5.1071,1,10,0,67,48,1,2,0,1,0,1,0,1,1,1,5,1,6,1,11,1,0,1,1
90,2,1,0,4,0,1,5,0,4,30,0,0,4.97,1,14,0,11,46,1,2,0,0,0,1,1,1,0,0,3,0,2,1,75,0,0,1,1
31,1,0,0,4,0,0,0,0,0,0,0,1,3.9865,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,4237,1,1,1,0
127,3,6,2,5,0,0,0,0,0,26,0,1,5.0217,2,21,1,78,0,1,3,0,1,1,1,1,1,1,0,4,0,1,1,31,1,0,1,1
156,1,2,0,5,0,1,5,0,4,52,0,1,5.1408,0,18,0,74,52,1,1,0,0,1,1,1,0,1,0,5,0,8,0,45,1,1,1,1
23,1,0,0,3,0,0,0,0,0,0,0,1,3.7251,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,711,1,1,1,0
19,1,0,0,3,0,0,0,0,0,0,0,1,3.3919,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,5,0,2128,1,1,1,0
42,1,0,0,4,0,1,1,0,0,4,0,1,4.1955,0,6,0,16,8,0,0,0,0,0,0,0,0,0,0,17,0,13,0,2964,1,1,1,0
31,2,0,0,4,0,0,0,0,0,0,0,1,3.9621,1,4,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,1154,1,1,1,0
20,1,0,0,3,0,0,0,0,0,0,0,1,3.6842,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,2866,1,1,1,0
167,3,3,1,5,0,1,4,0,3,37,0,1,5.1862,2,13,0,89,39,1,3,0,0,0,1,1,0,1,0,1,1,3,0,53,1,1,1,1
127,3,2,1,5,0,1,4,0,3,40,0,1,5.052,2,17,0,42,41,1,3,0,0,0,1,1,0,1,0,0,0,6,0,55,1,1,1,1
49,2,1,0,4,0,0,0,0,0,4,0,1,4.7168,1,18,1,13,0,1,2,0,0,0,0,0,1,0,0,0,0,5,0,15,1,1,1,1
179,4,0,2,5,0,1,5,0,4,46,0,1,5.2237,3,15,1,74,51,1,3,0,0,0,1,1,1,0,0,5,1,8,1,71,1,1,1,1
27,1,0,0,4,0,0,0,0,0,0,0,1,3.9862,0,5,0,10,0,0,0,0,0,0,0,1,0,0,0,7,0,11,0,4709,1,1,1,0
35,1,0,0,3,0,1,1,0,0,4,0,1,4.2034,0,7,0,8,8,0,0,0,0,0,0,0,0,0,0,10,0,7,0,4722,1,1,1,0
130,2,4,2,5,0,1,2,0,1,33,0,0,5.0444,1,10,0,84,17,1,1,0,0,0,1,1,1,0,0,0,0,2,1,84,0,0,1,1
117,1,4,2,5,0,0,0,0,0,26,0,0,5.1314,0,18,1,89,0,1,1,0,0,0,1,1,1,0,0,5,1,1,1,82,0,0,1,1
127,1,1,2,5,0,1,1,0,0,35,0,1,5.1963,0,17,0,88,10,1,1,0,1,0,1,1,0,0,0,4,1,4,0,73,1,0,0,1
27,1,0,0,3,0,1,1,0,0,4,0,1,4.1805,0,6,0,1,8,0,0,0,0,0,0,1,0,0,0,7,0,10,0,4104,1,1,1,0
86,6,0,0,4,1,1,3,0,2,31,1,1,4.6541,3,10,0,13,30,1,2,0,0,0,1,1,1,0,0,2,1,5,0,61,1,0,1,1
28,1,0,0,3,0,0,0,0,0,0,0,1,3.6106,0,7,0,9,0,0,0,0,0,0,0,0,1,0,0,8,0,14,0,4369,1,1,1,0
31,1,0,0,5,0,0,0,0,0,0,0,1,3.8457,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,2540,1,1,1,0
75,6,0,0,4,1,1,2,0,1,26,1,0,4.6583,3,10,0,12,21,1,3,0,0,0,1,1,0,1,1,1,1,5,1,3,0,0,1,1
36,1,0,0,5,0,0,0,0,0,0,0,1,4.1179,0,6,0,18,0,0,0,0,0,0,0,1,0,0,0,11,0,14,0,543,1,1,1,0
34,1,0,0,3,0,1,1,0,0,4,0,1,4.5503,0,13,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1768,1,1,1,0
37,1,0,0,4,0,1,1,0,0,4,0,1,4.2293,0,7,0,10,8,0,0,0,0,0,0,0,0,0,0,12,0,11,0,805,1,1,1,0
59,3,1,0,4,0,0,0,0,0,6,0,0,4.5153,2,19,1,16,0,1,2,0,0,0,1,1,0,1,0,4,1,1,1,9,0,0,1,1
163,5,2,5,5,0,1,2,0,1,30,0,1,5.189,4,10,0,90,21,1,4,0,0,0,1,1,0,0,0,2,1,2,1,83,1,1,1,1
36,2,0,0,4,0,0,0,0,0,0,0,1,4.0934,1,6,0,13,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,929,1,1,1,0
79,4,0,0,4,1,1,3,0,2,19,0,1,4.7784,3,7,1,13,27,1,3,0,0,0,1,0,1,1,0,2,0,6,0,33,1,0,1,1
91,2,1,0,4,0,1,4,0,3,27,0,1,4.9858,1,17,1,14,41,1,2,0,0,0,1,1,1,1,0,0,0,5,0,43,1,1,1,1
28,1,0,0,4,0,0,0,0,0,0,0,1,3.8249,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,4873,1,1,1,0
36,1,0,0,5,0,0,0,0,0,0,0,1,3.8827,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,4388,1,1,1,0
16,1,0,0,3,0,0,0,0,0,0,0,1,3.4528,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,4754,1,1,1,0
38,2,0,0,5,0,0,0,0,0,0,0,1,4.0079,1,4,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,4771,1,1,1,0
23,1,0,0,3,0,0,0,0,0,0,0,1,3.8492,0,7,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,10,0,444,1,1,1,0
45,2,0,0,4,0,1,1,0,0,4,0,1,4.2937,1,7,0,13,8,0,0,0,0,0,0,0,0,0,0,17,0,15,0,995,1,1,1,0
133,5,4,0,5,0,0,0,3,0,17,0,1,4.9066,4,24,0,66,0,1,2,1,1,0,1,1,1,0,1,0,0,5,1,40,1,1,0,1
24,2,0,0,3,0,0,0,0,0,0,0,1,3.7721,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0,5,0,3548,1,1,1,0
129,2,5,0,5,0,1,3,0,2,28,0,1,5.0302,1,12,1,65,33,1,2,0,0,0,1,1,1,0,0,1,0,5,0,27,1,1,0,1
127,4,0,1,5,0,1,5,3,4,46,1,1,5.0112,1,10,1,40,58,1,2,1,1,1,1,1,0,0,0,5,1,6,1,53,1,1,1,1
43,1,0,0,4,0,1,1,0,0,4,0,1,4.1236,0,7,0,16,8,0,0,0,0,0,0,0,0,0,0,2,0,13,0,4809,1,1,1,0
161,7,0,1,5,0,1,3,0,2,48,1,0,5.1468,4,10,0,80,33,1,4,0,0,0,1,1,1,0,0,5,1,6,1,27,0,0,1,1
28,1,0,0,3,0,0,0,0,0,0,0,1,3.655,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3469,1,1,1,0
125,4,0,1,5,0,1,5,3,4,44,1,0,5.0523,1,10,0,41,57,1,2,1,0,0,1,0,1,0,0,2,1,3,0,54,0,0,1,1
137,4,1,0,5,0,1,2,12,1,30,0,1,5.1247,3,23,0,60,21,1,4,4,0,0,1,1,0,1,1,1,0,6,0,60,1,1,0,1
62,1,1,0,4,0,1,2,0,1,15,0,1,4.8166,0,18,0,11,21,1,1,0,1,0,1,0,1,0,0,0,1,4,1,30,1,1,1,1
162,4,2,4,5,1,1,5,18,4,42,0,0,5.1888,3,10,1,64,56,1,4,6,0,0,1,0,1,0,1,3,0,4,1,69,0,0,1,1
37,1,0,0,4,0,1,1,0,0,4,0,1,4.3446,0,7,0,10,8,0,0,0,0,0,0,0,0,0,0,15,0,11,0,4706,1,1,1,0
26,1,0,0,3,0,0,0,0,0,0,0,1,3.8253,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,793,1,1,1,0
46,1,0,0,5,0,1,1,0,0,3,0,1,4.2468,0,9,0,18,7,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3647,1,1,1,0
137,2,1,3,5,1,1,1,0,0,34,0,1,5.2527,1,16,1,92,10,1,2,0,0,0,1,0,1,0,0,0,0,4,0,86,1,1,1,1
39,1,1,0,4,0,0,0,15,0,6,0,0,3.9861,0,9,1,20,0,1,1,5,0,0,1,1,1,1,1,1,1,7,0,46,0,0,1,1
69,4,1,0,4,0,0,0,0,0,9,0,1,4.6035,3,19,1,12,0,1,4,0,0,0,1,1,1,0,0,1,1,3,0,1,1,1,1,1
34,1,0,0,4,0,0,0,0,0,0,0,1,3.9254,0,9,0,13,0,0,0,0,0,0,0,1,0,0,0,14,0,3,0,4911,1,1,1,0
99,3,0,3,5,0,0,0,9,0,15,0,1,5.0255,2,10,0,62,0,1,3,3,0,1,1,1,1,0,1,5,0,6,1,35,1,1,1,1
24,1,0,0,3,0,0,0,0,0,0,0,1,3.8868,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,2413,1,1,1,0
62,2,0,0,4,0,1,2,12,1,15,0,1,4.7923,1,7,0,12,23,1,2,4,0,0,1,1,1,0,0,3,1,3,1,87,1,0,1,1
81,1,1,1,5,0,0,0,0,0,10,0,1,4.6819,0,15,0,54,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,88,1,1,1,1
94,5,1,0,5,1,0,0,3,0,14,0,1,4.8328,4,7,1,47,0,1,4,1,0,0,1,1,1,0,1,2,1,1,1,14,1,1,1,1
54,3,1,0,4,0,0,0,18,0,6,0,1,4.405,2,15,1,13,0,1,2,6,0,1,1,1,1,0,0,1,1,3,1,11,1,0,0,1
29,2,0,0,3,0,1,1,0,0,4,0,1,4.3492,1,3,0,1,8,0,0,0,0,0,0,0,1,0,0,3,0,9,0,2651,1,1,1,0
160,3,3,1,5,0,1,2,15,1,38,0,1,5.2294,2,15,0,94,25,1,2,5,0,0,1,1,1,0,0,5,1,7,0,23,1,1,0,1
38,1,0,0,5,0,0,0,0,0,0,0,1,3.8828,0,7,0,19,0,0,0,0,0,0,0,1,0,0,0,10,0,8,0,530,1,1,1,0
174,2,3,2,5,0,1,4,0,3,47,0,0,5.2209,1,14,0,97,45,1,2,0,0,0,1,0,0,1,1,0,1,2,0,43,0,0,1,1
109,1,4,0,5,0,0,0,0,0,25,0,1,4.9953,0,18,1,80,0,1,1,0,0,0,1,1,1,0,0,3,0,4,0,10,1,0,1,1
33,2,0,0,4,0,0,0,0,0,0,0,1,3.9226,1,5,0,11,0,0,0,0,0,0,0,0,1,0,0,8,0,3,0,2564,1,1,1,0
95,5,3,1,5,0,0,0,0,0,8,0,1,4.7983,4,15,0,40,0,1,4,0,0,0,1,1,1,0,0,5,1,7,1,78,1,0,1,1
17,1,0,0,3,0,0,0,0,0,0,0,1,3.5725,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,1059,1,1,1,0
55,3,0,0,4,0,0,0,3,0,6,0,1,4.2144,2,8,1,18,0,1,3,1,0,0,1,1,1,1,0,4,0,6,1,50,1,0,0,1
56,4,0,0,4,0,0,0,0,0,6,0,0,4.4237,3,11,0,13,0,1,4,0,0,0,1,1,1,0,1,0,0,2,0,45,0,0,1,1
150,4,4,2,5,0,1,3,0,2,28,0,0,5.2211,3,11,0,78,30,1,2,0,0,1,0,1,1,1,0,1,1,7,0,4,0,0,1,1
42,2,0,0,5,0,0,0,0,0,0,0,1,4.0377,1,7,0,18,0,0,0,0,0,0,0,1,1,0,0,12,0,9,0,1293,1,1,1,0
36,1,0,0,4,0,1,1,0,0,3,0,1,4.0378,0,7,0,10,7,0,0,0,0,0,0,0,0,0,0,4,0,10,0,1958,1,1,1,0
23,1,0,0,3,0,0,0,0,0,0,0,1,3.6425,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,4146,1,1,1,0
82,2,2,4,5,0,0,0,0,0,15,0,1,4.9932,1,13,0,50,0,1,2,0,0,0,1,1,0,1,1,0,0,7,0,25,1,0,1,1
20,1,0,0,3,0,0,0,0,0,0,0,1,3.5464,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,765,1,1,1,0
107,4,1,3,5,0,0,0,18,0,15,0,0,4.9995,3,17,1,58,0,1,4,6,0,0,1,0,1,0,0,4,0,7,0,4,0,0,0,1
20,1,0,0,3,0,0,0,0,0,0,0,1,3.5464,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,12,0,11,0,3516,1,1,1,0
20,1,0,0,3,0,0,0,0,0,0,0,1,3.7464,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,14,0,3093,1,1,1,0
70,5,1,0,4,1,0,0,0,0,6,0,0,4.4799,4,10,1,20,0,1,4,0,0,1,1,0,1,0,0,5,0,7,1,45,0,0,1,1
24,1,0,0,3,0,0,0,0,0,0,0,1,3.8554,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,4124,1,1,1,0
92,6,0,0,4,0,1,3,0,2,29,1,1,4.869,3,10,0,18,29,1,4,0,0,0,1,1,1,0,0,5,0,8,1,52,1,0,1,1
30,1,0,0,5,0,0,0,0,0,0,0,1,3.9362,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,1172,1,1,1,0
82,2,0,0,4,0,1,4,12,3,26,0,0,4.6698,1,7,1,12,44,1,2,4,1,0,1,1,1,1,0,5,0,1,1,43,0,0,1,1
31,1,0,0,4,0,0,0,0,0,0,0,1,4.0266,0,9,0,10,0,0,0,0,0,0,0,1,0,0,0,14,0,9,0,1249,1,1,1,0
27,1,0,0,3,0,0,0,0,0,0,0,1,3.634,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1525,1,1,1,0
74,1,1,0,4,0,1,3,0,2,19,0,1,4.8424,0,16,0,16,30,1,1,0,0,0,1,1,0,0,1,3,0,1,1,24,1,0,1,1
38,2,0,0,5,0,0,0,0,0,0,0,1,4.051,1,7,0,14,0,0,0,0,0,0,0,1,0,0,0,16,0,4,0,2277,1,1,1,0
117,4,1,0,4,0,1,5,0,4,29,0,0,4.8683,3,15,1,11,58,1,4,0,0,0,1,1,1,1,0,3,1,5,1,61,0,0,1,1
178,7,1,2,5,0,1,5,0,4,52,1,0,5.0636,4,10,1,75,55,1,2,0,0,0,1,1,1,1,0,3,0,6,0,21,0,0,0,1
82,3,0,0,4,0,1,2,3,1,16,0,1,4.7638,2,15,0,14,26,1,3,1,0,0,1,0,1,1,1,1,0,7,1,88,1,0,1,1
34,1,0,0,5,0,0,0,0,0,0,0,1,3.7246,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,934,1,1,1,0
127,1,1,1,5,0,1,5,0,4,38,0,0,5.0987,0,12,0,47,57,1,1,0,0,0,1,1,1,1,0,3,1,4,1,7,0,0,1,1
26,2,0,0,3,0,0,0,0,0,0,0,1,3.9791,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,4287,1,1,1,0
74,2,2,1,5,0,0,0,18,0,16,0,0,5.0388,1,8,1,49,0,1,2,6,0,0,1,1,1,1,0,2,0,2,1,74,0,0,1,1
50,1,1,0,4,1,1,1,0,0,13,0,1,4.6464,0,15,0,13,10,1,1,0,0,0,1,1,1,1,0,2,1,7,1,21,1,0,1,1
41,2,0,0,4,0,0,0,0,0,6,0,1,4.4915,1,10,1,13,0,1,2,0,1,0,1,1,0,1,0,1,1,1,0,23,1,0,1,1
46,2,1,0,4,0,0,0,0,0,6,0,0,4.4743,1,17,1,12,0,1,2,0,0,0,1,1,0,1,0,1,0,7,1,9,0,0,1,1
31,2,0,0,3,0,0,0,0,0,0,0,1,4.0424,1,13,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,12,0,3593,1,1,1,0
34,1,0,0,5,0,0,0,0,0,0,0,1,4.0101,0,7,0,15,0,0,0,0,0,0,0,1,0,0,0,9,0,7,0,632,1,1,1,0
127,3,1,1,5,0,1,4,0,3,36,0,0,5.1462,2,7,1,54,39,1,3,0,0,0,1,0,1,0,0,3,0,2,1,38,0,0,0,1
139,6,1,1,5,1,1,5,0,4,45,1,1,5.0819,3,10,0,43,53,1,4,0,0,0,1,1,1,0,0,4,1,4,1,5,1,1,1,1
26,1,0,0,4,0,0,0,0,0,0,0,1,3.7483,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,3825,1,1,1,0
26,2,0,0,3,0,0,0,0,0,0,0,1,3.921,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,13,0,1535,1,1,1,0
78,4,0,0,5,0,0,0,0,0,26,1,0,4.7908,1,10,0,54,0,1,2,0,0,0,1,1,1,0,0,0,1,2,1,84,0,0,1,1
131,5,1,1,5,0,1,3,0,2,22,0,0,5.0564,4,17,0,40,32,1,3,0,0,0,1,1,1,1,0,0,0,6,0,73,0,0,1,1
150,4,2,0,5,0,1,4,0,3,29,0,1,5.0388,3,21,0,51,43,1,4,0,0,0,1,1,1,0,0,4,0,1,1,5,1,1,0,1
122,7,2,4,5,0,0,0,0,0,32,1,1,5.0595,4,10,0,72,0,1,5,0,0,0,1,1,1,1,0,5,0,6,0,12,1,0,1,1
161,2,4,4,5,0,1,3,0,2,39,0,1,5.169,1,12,0,91,39,1,2,0,1,0,0,1,1,1,1,4,0,8,0,2,1,1,1,1
82,1,1,0,5,1,0,0,15,0,10,0,1,4.7568,0,20,1,49,0,1,1,5,0,0,1,1,1,0,0,1,1,8,0,68,1,0,1,1
98,5,0,0,4,0,1,3,0,2,21,0,1,4.8054,4,10,0,13,33,1,4,0,0,0,1,1,1,1,0,5,0,5,1,16,1,1,1,1
110,3,0,3,5,0,0,0,0,0,16,0,1,4.9828,2,15,1,68,0,1,3,0,0,0,1,1,1,0,1,1,0,7,1,57,1,0,1,1
17,1,0,0,3,0,0,0,0,0,0,0,1,3.4104,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,4001,1,1,1,0
105,7,0,1,5,0,0,0,0,0,26,1,1,4.989,4,10,0,54,0,1,4,0,0,0,1,1,1,0,1,0,1,6,0,35,1,0,1,1
129,6,1,2,5,0,1,4,0,3,42,1,0,5.0899,3,10,0,44,43,1,4,0,1,0,1,0,0,1,0,3,0,4,1,63,0,0,1,1
30,1,0,0,4,0,0,0,0,0,0,0,1,3.9484,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,4880,1,1,1,0
141,5,1,0,5,0,1,5,12,4,35,0,0,5.1465,4,12,0,38,50,1,4,4,0,0,0,1,1,1,1,0,1,2,1,67,0,0,0,1
91,4,0,1,5,0,0,0,0,0,16,0,0,4.8513,3,11,0,46,0,1,4,0,0,0,1,1,1,0,1,3,0,2,1,4,0,0,1,1
63,3,1,2,5,0,0,0,0,0,21,1,1,5.0029,0,10,1,42,0,1,1,0,0,1,1,1,0,1,0,0,0,5,1,52,1,0,0,1
77,2,0,0,4,0,1,3,9,2,21,0,1,4.8343,1,11,0,12,35,1,1,3,0,1,1,0,1,1,0,3,0,6,1,39,1,0,1,1
70,1,4,1,5,0,0,0,0,0,10,0,0,4.8757,0,22,0,37,0,1,1,0,0,1,1,1,1,1,1,3,1,2,1,45,0,0,0,1
166,2,0,0,5,0,1,5,0,4,44,0,1,5.1147,1,10,0,82,55,1,2,0,0,0,1,0,1,0,0,2,1,8,0,65,1,0,0,1
136,2,1,1,5,0,1,5,3,4,39,0,1,5.09,1,10,0,46,60,1,2,1,0,0,1,1,0,0,0,3,1,5,0,32,1,0,1,1
116,4,5,2,5,0,0,0,0,0,37,1,1,4.9486,1,10,0,87,0,1,1,0,0,0,1,1,1,0,0,2,1,6,0,18,1,0,1,1
22,1,0,0,3,0,0,0,0,0,0,0,1,3.5383,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,11,0,805,1,1,1,0
127,6,3,3,5,0,0,0,0,0,35,1,1,5.1256,3,10,0,87,0,1,2,0,0,0,1,0,1,0,0,5,1,1,1,19,1,0,1,1
38,2,0,0,5,0,0,0,0,0,0,0,1,3.9854,1,7,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,2840,1,1,1,0
135,3,1,0,5,0,1,5,0,4,40,0,0,5.124,2,18,1,39,52,1,2,0,0,0,1,1,1,0,0,3,1,4,0,32,0,0,0,1
39,1,0,0,4,0,1,1,0,0,4,0,1,4.4775,0,6,0,13,8,0,0,0,0,0,0,0,0,0,0,11,0,13,0,3645,1,1,1,0
51,2,0,0,4,0,1,1,0,0,3,0,1,4.5524,1,13,0,14,7,0,0,0,0,0,0,1,0,0,0,4,0,10,0,3760,1,1,1,0
79,2,0,0,4,1,1,4,0,3,26,0,0,4.9287,1,8,0,13,39,1,2,0,0,0,1,1,1,0,0,4,0,8,0,6,0,0,0,1
33,2,0,0,4,0,0,0,0,0,0,0,1,3.9455,1,7,0,9,0,0,0,0,0,0,0,0,1,0,0,14,0,13,0,408,1,1,1,0
